id, sequence_id,probability_of_presequence, prediction,cleavage_site, net_charge, position_tom_20_motif, position_amphypathic_alpha_helix, BHHPPP, BPHBHH, HBHHBb, HBHHbB, HHBHHB, HHBPHB, HHBPHH, HHBPHP, HHHBBH, HHHBPH, HHHHBB, HHPBHH, HPBHHP, PHHBPH,unnamed
1205, NP_081241 GeneID:69156 Comtd1,0.009, No mitochondrial presequence, 71(MPP),0.07, , 20-29-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1206, NP_035825 GeneID:22334 Vdac2,0.006, No mitochondrial presequence, 12(MPP),0, 22-26, 21-30-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1207, NP_598845 GeneID:105675 Ppif,0.945, Possessing mitochondrial presequence, 29(MPP),0.138," 58-62,94-98", 5-14-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1208, NP_848783 GeneID:211948 Pde12,0.947, Possessing mitochondrial presequence, 12(MPP),0.25," 30-34,34-38,38-42,70-74,74-78", 10-19-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1209, NP_758468 GeneID:218865 Chdh,0.557, Possessing mitochondrial presequence, 34(MPP),0.147, 31-35, 3-12-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1210, NP_780552 GeneID:218865 Chdh,0.557, Possessing mitochondrial presequence, 34(MPP),0.147, 31-35, 3-12-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1211, NP_033414 GeneID:21881 Tkt,0.05, No mitochondrial presequence, 58(MPP),0.034, , 13-22-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1212, NP_081565 GeneID:70021 Nt5dc2,0.003, No mitochondrial presequence, 17(MPP),0.059, 5-9, 15-24-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1213, NP_663435 GeneID:218885 Oxnad1,0.191, No mitochondrial presequence, 34(MPP),0.088," 1-5,64-68", 6-18-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1213, NP_663435 GeneID:218885 Oxnad1,0.191, No mitochondrial presequence, 35(Icp55*),0.088," 1-5,64-68", 6-18-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1214, NP_058593 GeneID:53600 Timm23,0, No mitochondrial presequence, 52(MPP),-0.019, , 9-19-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1215, NP_001271248 GeneID:27057 Ncoa4,0.024, No mitochondrial presequence, 88(MPP),-0.023, , 2-11-high, -, -, -, -, -, -, -, -, -, 6-11, -, -, -, -, 
1216, NP_062718 GeneID:27057 Ncoa4,0, No mitochondrial presequence, 20(MPP),0, , 1-10-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1217, NP_001029160 GeneID:27057 Ncoa4,0, No mitochondrial presequence, 20(MPP),0, , 1-10-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1218, NP_001074599 GeneID:239017 Ogdhl,0.963, Possessing mitochondrial presequence, 32(MPP),0.219," 15-19,20-24", 10-19-high, -, -, -, -, -, -, -, -, -, -, -, 19-24, -, -, 
1219, NP_001186051 GeneID:66092 Ghitm,0.959, Possessing mitochondrial presequence, 45(MPP),0.133," 3-7,72-76,81-85", 9-18-high, -, -, -, -, -, -, -, -, -, 7-12, -, -, -, -, 
1219, NP_001186051 GeneID:66092 Ghitm,0.959, Possessing mitochondrial presequence, 46(Icp55*),0.133," 3-7,72-76,81-85", 9-18-high, -, -, -, -, -, -, -, -, -, 7-12, -, -, -, -, 
1220, NP_510963 GeneID:66092 Ghitm,0.959, Possessing mitochondrial presequence, 45(MPP),0.133," 3-7,72-76,81-85", 9-18-high, -, -, -, -, -, -, -, -, -, 7-12, -, -, -, -, 
1220, NP_510963 GeneID:66092 Ghitm,0.959, Possessing mitochondrial presequence, 46(Icp55*),0.133," 3-7,72-76,81-85", 9-18-high, -, -, -, -, -, -, -, -, -, 7-12, -, -, -, -, 
1221, NP_081740 GeneID:70564 Fam213a,0.012, No mitochondrial presequence, 32(MPP),0.062, , 19-29-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1222, NP_001025161 GeneID:52535 Mettl17,0.984, Possessing mitochondrial presequence, 27(MPP),0.222, , 12-21-high, -, -, -, -, -, 13-18, -, -, -, 12-17, -, -, -, -, 
1222, NP_001025161 GeneID:52535 Mettl17,0.984, Possessing mitochondrial presequence, 28(Icp55*),0.222, , 12-21-high, -, -, -, -, -, 13-18, -, -, -, 12-17, -, -, -, -, 
1223, NP_081212 GeneID:69089 Oxa1l,0.969, Possessing mitochondrial presequence, 21(MPP),0.238, 12-16, 4-13-low, -, -, 13-18, -, 12-17, -, 1-6, -, -, -, -, -, -, -, 
1224, NP_081127 GeneID:68836 Mrpl52,0.992, Possessing mitochondrial presequence, 28(MPP),0.143, 73-77, 4-13-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1225, NP_031563 GeneID:12050 Bcl2l2,0.004, No mitochondrial presequence, 60(MPP),0.017," 45-49,93-97", 14-24-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1225, NP_031563 GeneID:12050 Bcl2l2,0.004, No mitochondrial presequence, 61(Icp55*),0.017," 45-49,93-97", 14-24-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1226, NP_109611 GeneID:28200 Dhrs4,0.961, Possessing mitochondrial presequence, 20(MPP),0.15," 4-8,50-54,70-74", 6-15-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1227, NP_083270 GeneID:74551 Pck2,0.586, Possessing mitochondrial presequence, 53(MPP),0.132, , 8-17-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1228, NP_001033027 GeneID:28200 Dhrs4,0.964, Possessing mitochondrial presequence, 20(MPP),0.15," 4-8,50-54,70-74", 6-15-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1229, NP_081095 GeneID:52585 Dhrs1,0.052, No mitochondrial presequence, 40(MPP),0.125, , 11-23-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1230, NP_001076444 GeneID:654795 Sdr39u1,0.085, No mitochondrial presequence, 83(MPP),0.036, 89-93, 12-21-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1231, NP_080677 GeneID:67840 Mrp63,0.642, Possessing mitochondrial presequence, 26(MPP),0.269," 60-64,73-77", 14-23-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1232, NP_001258331 GeneID:13850 Ephx2,0, No mitochondrial presequence, 51(MPP),0.078, , 7-16-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1233, NP_031966 GeneID:13850 Ephx2,0, No mitochondrial presequence, 73(MPP),-0.027, 2-6, 16-25-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1234, NP_001258350 GeneID:13850 Ephx2,0, No mitochondrial presequence, 38(MPP),0.053, , 21-30-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1235, NP_001258332 GeneID:13850 Ephx2,0.019, No mitochondrial presequence, 55(MPP),-0.055, , 20-30-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1236, NP_033891 GeneID:12177 Bnip3l,0, No mitochondrial presequence, 88(MPP),-0.091," 1-5,70-74", 1-10-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1237, NP_080607 GeneID:67712 Slc25a37,0, No mitochondrial presequence, 17(MPP),0.176, 91-95, 9-18-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1238, NP_035636 GeneID:20916 Sucla2,0.951, Possessing mitochondrial presequence, 52(MPP),0.115, , 7-17-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1238, NP_035636 GeneID:20916 Sucla2,0.951, Possessing mitochondrial presequence, 53(Icp55*),0.115, , 7-17-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1239, NP_080508 GeneID:67554 Slc25a30,0.006, No mitochondrial presequence, 79(MPP),0.051," 52-56,93-97", 6-17-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1240, NP_666072 GeneID:211253 Mtrf1,0.287, No mitochondrial presequence, 32(MPP),0.125," 14-18,76-80", 10-20-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1241, NP_001032833 GeneID:223262 Timm8a2,0.006, No mitochondrial presequence, 9(MPP),0," 19-23,44-48,67-71", 19-28-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1242, NP_081287 GeneID:110308 Krt5,0.14, No mitochondrial presequence, 61(MPP),0.115, , 9-18-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1243, NP_077150 GeneID:67041 Oxct1,0.967, Possessing mitochondrial presequence, 38(MPP),0.158, 3-7, 3-12-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1244, NP_570955 GeneID:170719 Oxr1,0, No mitochondrial presequence, 44(MPP),0.023," 37-41,41-45", 18-27-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1245, NP_001123638 GeneID:170719 Oxr1,0.015, No mitochondrial presequence, 70(MPP),0.086, 67-71, 7-16-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1245, NP_001123638 GeneID:170719 Oxr1,0.015, No mitochondrial presequence, 71(Icp55*),0.086, 67-71, 7-16-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1246, NP_001123637 GeneID:170719 Oxr1,0.126, No mitochondrial presequence, 36(MPP),0.111, 19-23, 13-22-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1247, NP_001123635 GeneID:170719 Oxr1,0, No mitochondrial presequence, 44(MPP),0.023," 37-41,41-45", 18-27-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1248, NP_080012 GeneID:66736 Emc2,0.003, No mitochondrial presequence, 82(MPP),-0.085, , 12-21-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1249, NP_038875 GeneID:26912 Gcat,0.259, No mitochondrial presequence, 37(MPP),0.027, , 20-29-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1250, NP_001155184 GeneID:26912 Gcat,0.256, No mitochondrial presequence, 37(MPP),0.027, , 20-29-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1251, NP_001035485 GeneID:68646 Nadk2,0.911, Possessing mitochondrial presequence, 24(MPP),0.208, 12-16, 4-15-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1252, NP_001273182 GeneID:68646 Nadk2,0.913, Possessing mitochondrial presequence, 24(MPP),0.208, 12-16, 4-15-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1253, NP_001078879 GeneID:68646 Nadk2,0.917, Possessing mitochondrial presequence, 24(MPP),0.208, 12-16, 4-15-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1254, NP_001273184 GeneID:68646 Nadk2,0.907, Possessing mitochondrial presequence, 24(MPP),0.208, 12-16, 4-15-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1255, NP_001027021 GeneID:268782 Agxt2,0.99, Possessing mitochondrial presequence, 25(MPP),0.12," 31-35,62-66", 4-13-high, -, -, -, -, -, -, -, 4-9, -, 3-8, -, -, -, -, 
1256, NP_032563 GeneID:17117 Amacr,0.006, No mitochondrial presequence, 51(MPP),0.059, 65-69, 11-23-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1256, NP_032563 GeneID:17117 Amacr,0.006, No mitochondrial presequence, 52(Icp55*),0.059, 65-69, 11-23-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1257, NP_149065 GeneID:110960 Tars,0, No mitochondrial presequence, 57(MPP),0.018, 72-76, 15-24-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1258, NP_079949 GeneID:66629 Golph3,0.009, No mitochondrial presequence, 16(MPP),0.188, , 4-13-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1259, NP_073727 GeneID:64833 Acot10,0.991, Possessing mitochondrial presequence, 21(MPP),0.238," 1-5,5-9", 1-10-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1259, NP_073727 GeneID:64833 Acot10,0.991, Possessing mitochondrial presequence, 22(Icp55*),0.238," 1-5,5-9", 1-10-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1260, NP_032313 GeneID:15473 Hrsp12,0.101, No mitochondrial presequence, 30(MPP),0.1," 5-9,65-69", 1-10-high, 7-12, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1261, NP_444301 GeneID:12864 Cox6c,0.548, Possessing mitochondrial presequence, 56(MPP),0.143, , 12-21-high, -, -, -, -, -, -, -, -, 15-20, -, -, -, -, -, 
1262, NP_765990 GeneID:69906 Slc25a32,0.121, No mitochondrial presequence, 50(MPP),0.04, 65-69, 13-22-high, -, -, -, -, -, -, -, -, 16-21, -, -, -, -, -, 
1263, NP_001123636 GeneID:170719 Oxr1,0.107, No mitochondrial presequence, 27(MPP),0.222, 1-5, 14-23-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1264, NP_081035 GeneID:68537 Mrpl13,0.235, No mitochondrial presequence, 64(MPP),0.062, 14-18, 4-13-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1265, NP_780421 GeneID:74868 Tmem65,0.924, Possessing mitochondrial presequence, 47(MPP),0.149, 1-5, 1-10-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1266, NP_075661 GeneID:66218 Ndufb9,0.5, Possessing mitochondrial presequence, 19(MPP),0.105," 16-20,20-24", 18-27-high, -, -, -, -, 16-21, -, -, -, -, -, -, -, -, -, 
1267, NP_001028401 GeneID:110115 Cyp11b1,0.945, Possessing mitochondrial presequence, 25(MPP),0.12, 51-55, 13-22-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1268, NP_034121 GeneID:13072 Cyp11b2,0.99, Possessing mitochondrial presequence, 25(MPP),0.12, 51-55, 13-22-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1269, NP_082680 GeneID:72960 Top1mt,0.957, Possessing mitochondrial presequence, 12(MPP),0.25," 5-9,25-29,89-93", 5-16-high, -, -, -, -, -, -, -, -, 8-13, -, -, -, -, -, 
1270, NP_079843 GeneID:66445 Cyc1,0.793, Possessing mitochondrial presequence, 41(MPP),0.146, , 1-12-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1271, NP_766548 GeneID:268822 Adck5,0.61, Possessing mitochondrial presequence, 32(MPP),0.188, 47-51, 7-16-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1272, NP_663447 GeneID:223665 C030006K11Rik,0.725, Possessing mitochondrial presequence, 10(MPP),0.1, , 3-12-low, -, -, -, -, -, -, 7-12, -, -, -, -, -, -, -, 
1272, NP_663447 GeneID:223665 C030006K11Rik,0.725, Possessing mitochondrial presequence, 11(Icp55*),0.1, , 3-12-low, -, -, -, -, -, -, 7-12, -, -, -, -, -, -, -, 
1273, NP_789798 GeneID:223665 C030006K11Rik,0.46, Possessing mitochondrial presequence, 10(MPP),0.1, , 3-12-low, -, -, -, -, -, -, 7-12, -, -, -, -, -, -, -, 
1273, NP_789798 GeneID:223665 C030006K11Rik,0.46, Possessing mitochondrial presequence, 11(Icp55*),0.1, , 3-12-low, -, -, -, -, -, -, 7-12, -, -, -, -, -, -, -, 
1274, NP_064297 GeneID:56551 Txn2,0.978, Possessing mitochondrial presequence, 51(MPP),0.118," 2-6,7-11", 7-16-high, -, -, -, -, -, -, -, -, -, -, -, 1-6, -, -, 
1275, NP_619611 GeneID:246221 Mpst,0.068, No mitochondrial presequence, 25(MPP),0.08," 6-10,72-76,79-83,94-98", 3-12-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1276, NP_033463 GeneID:22117 Tst,0.813, Possessing mitochondrial presequence, 22(MPP),0.091, 6-10, 1-10-high, -, -, -, -, -, -, 1-6, -, -, -, -, -, -, -, 
1277, NP_001155965 GeneID:246221 Mpst,0.068, No mitochondrial presequence, 25(MPP),0.08," 6-10,72-76,79-83,94-98", 3-12-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1278, NP_001155964 GeneID:246221 Mpst,0.068, No mitochondrial presequence, 25(MPP),0.08," 6-10,72-76,79-83,94-98", 3-12-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1279, NP_032863 GeneID:18693 Pick1,0, No mitochondrial presequence, 12(MPP),-0.5, 86-90, 1-11-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1280, NP_001039023 GeneID:18693 Pick1,0, No mitochondrial presequence, 12(MPP),-0.5, 86-90, 1-11-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1281, NP_766197 GeneID:223696 Tomm22,0, No mitochondrial presequence, 61(MPP),-0.246," 74-78,80-84", 15-24-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1282, NP_848834 GeneID:239555 Mief1,0, No mitochondrial presequence, 63(MPP),0.063," 46-50,50-54", 14-24-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1283, NP_035529 GeneID:20524 Slc25a17,0, No mitochondrial presequence, 37(MPP),0, 10-14, 7-18-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1284, NP_796284 GeneID:321003 Xpnpep3,0.966, Possessing mitochondrial presequence, 30(MPP),0.167, , 18-27-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1284, NP_796284 GeneID:321003 Xpnpep3,0.966, Possessing mitochondrial presequence, 31(Icp55*),0.167, , 18-27-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1285, NP_542364 GeneID:11429 Aco2,0.996, Possessing mitochondrial presequence, 19(MPP),0.158, 11-15, 7-16-high, -, 18-23, -, -, -, -, -, -, -, -, -, -, -, -, 
1286, NP_080263 GeneID:67130 Ndufa6,0.875, Possessing mitochondrial presequence, 34(MPP),0.118, 38-42, 20-29-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1287, NP_081190 GeneID:69029 Smdt1,0.728, Possessing mitochondrial presequence, 70(MPP),0.143," 6-10,67-71", 1-10-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1287, NP_081190 GeneID:69029 Smdt1,0.728, Possessing mitochondrial presequence, 71(Icp55*),0.143," 6-10,67-71", 1-10-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1288, NP_084063 GeneID:109754 Cyb5r3,0.055, No mitochondrial presequence, 30(MPP),0.067," 8-12,23-27", 19-28-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1289, NP_033905 GeneID:12257 Tspo,0.005, No mitochondrial presequence, 33(MPP),0, , 12-21-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1289, NP_033905 GeneID:12257 Tspo,0.005, No mitochondrial presequence, 34(Icp55*),0, , 12-21-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1290, NP_001025185 GeneID:223722 Mcat,0.984, Possessing mitochondrial presequence, 19(MPP),0.263, 92-96, 12-23-high, -, -, -, -, -, -, -, -, -, 10-15, -, -, -, -, 
1291, NP_848729 GeneID:68653 Samm50,0, No mitochondrial presequence, 82(MPP),-0.098, , 9-19-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1292, NP_082339 GeneID:72026 Trmu,0.547, Possessing mitochondrial presequence, 28(MPP),0.107," 4-8,57-61", 2-11-high, -, -, -, -, -, -, -, -, -, -, 21-26, -, -, -, 
1293, NP_082181 GeneID:223776 Selo,0.419, Possessing mitochondrial presequence, 45(MPP),0.111, , 1-12-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1293, NP_082181 GeneID:223776 Selo,0.419, Possessing mitochondrial presequence, 46(Icp55*),0.111, , 1-12-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1294, NP_001104758 GeneID:100126824 Sco2,0.404, Possessing mitochondrial presequence, 50(MPP),0.16, , 2-13-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1295, NP_034078 GeneID:12895 Cpt1b,0.007, No mitochondrial presequence, 30(MPP),-0.033," 28-32,87-91", 21-30-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1296, NP_036124 GeneID:26874 Abcd2,0.939, Possessing mitochondrial presequence, 23(MPP),0.217," 1-5,20-24,91-95,96-100", 1-12-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1297, NP_899079 GeneID:66379 Cox14,0.029, No mitochondrial presequence, 37(MPP),0.081, 34-38, 21-30-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1298, NP_598854 GeneID:68614 Letmd1,0.922, Possessing mitochondrial presequence, 28(MPP),0.143," 3-7,8-12,71-75,79-83", 20-29-low, -, -, -, -, -, -, -, -, -, -, -, 2-7, -, -, 
1299, NP_068359 GeneID:60315 Myg1,0.977, Possessing mitochondrial presequence, 24(MPP),0.208, 63-67, 1-10-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1300, NP_080744 GeneID:67942 Atp5g2,0.996, Possessing mitochondrial presequence, 63(MPP),0.111," 4-8,76-80", 19-30-high, -, -, -, -, -, -, -, -, -, -, -, 3-8, 4-9, -, 
1300, NP_080744 GeneID:67942 Atp5g2,0.996, Possessing mitochondrial presequence, 71(Oct1),0.111," 4-8,76-80", 19-30-high, -, -, -, -, -, -, -, -, -, -, -, 3-8, 4-9, -, 
1301, NP_035052 GeneID:18100 Mrpl40,0.949, Possessing mitochondrial presequence, 29(MPP),0.138, 9-13, 15-24-low, -, -, 10-15, -, 9-14, -, -, -, -, -, -, -, -, -, 
1302, NP_001116155 GeneID:71911 Bdh1,0.999, Possessing mitochondrial presequence, 45(MPP),0.111, , 2-13-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1302, NP_001116155 GeneID:71911 Bdh1,0.999, Possessing mitochondrial presequence, 46(Icp55*),0.111, , 2-13-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1303, NP_780386 GeneID:71911 Bdh1,0.999, Possessing mitochondrial presequence, 45(MPP),0.111, , 2-13-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1303, NP_780386 GeneID:71911 Bdh1,0.999, Possessing mitochondrial presequence, 46(Icp55*),0.111, , 2-13-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1304, NP_080784 GeneID:68015 Trap1,0.863, Possessing mitochondrial presequence, 45(MPP),0.156, , 11-20-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1305, NP_001164449 GeneID:268860 Abat,0.75, Possessing mitochondrial presequence, 27(MPP),0.148, 70-74, 9-18-high, -, 16-21, -, -, -, -, -, -, -, -, -, -, -, -, 
1306, NP_766549 GeneID:268860 Abat,0.742, Possessing mitochondrial presequence, 27(MPP),0.148, 70-74, 9-18-high, -, 16-21, -, -, -, -, -, -, -, -, -, -, -, -, 
1307, NP_035302 GeneID:19125 Prodh,0.918, Possessing mitochondrial presequence, 38(MPP),0.105," 3-7,13-17,41-45,75-79,95-99", 8-17-high, -, -, -, -, -, -, 8-13, -, 1-6, 7-12, -, -, -, -, 
1308, NP_001186106 GeneID:74143 Opa1,0.274, No mitochondrial presequence, 39(MPP),0.128," 4-8,94-98", 9-19-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1309, NP_598513 GeneID:74143 Opa1,0.272, No mitochondrial presequence, 39(MPP),0.128," 4-8,94-98", 9-19-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1310, NP_081618 GeneID:70186 Fam162a,0.977, Possessing mitochondrial presequence, 21(MPP),0.095," 11-15,14-18", 18-27-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1311, NP_613065 GeneID:28185 Tomm70a,0, No mitochondrial presequence, 69(MPP),0.101, , 2-11-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1312, NP_849256 GeneID:106338 Nsun3,0.806, Possessing mitochondrial presequence, 73(MPP),0.055," 17-21,65-69", 12-21-high, -, -, -, -, -, -, 13-18, -, -, -, -, -, -, -, 
1313, NP_079847 GeneID:66449 Pam16,0.364, No mitochondrial presequence, 23(MPP),0.13," 1-5,16-20,20-24,77-81", 16-26-high, -, -, -, -, 20-25, -, -, -, -, -, -, -, -, -, 
1314, NP_001128584 GeneID:83945 Dnaja3,0.328, No mitochondrial presequence, 42(MPP),0.143," 9-13,40-44", 19-29-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1315, NP_076135 GeneID:83945 Dnaja3,0.329, No mitochondrial presequence, 42(MPP),0.143," 9-13,40-44", 19-29-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1316, NP_079984 GeneID:66690 Tmem186,0.917, Possessing mitochondrial presequence, 36(MPP),0.139," 4-8,64-68", 16-25-high, -, -, -, 5-10, -, -, -, -, -, -, -, -, -, -, 
1317, NP_001276491 GeneID:93734 Mpv17l,0.024, No mitochondrial presequence, 52(MPP),0.058, , 19-28-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1318, NP_001276492 GeneID:93734 Mpv17l,0.027, No mitochondrial presequence, 46(MPP),0.043, , 17-26-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1319, NP_001276494 GeneID:93734 Mpv17l,0.027, No mitochondrial presequence, 46(MPP),0.043, , 17-26-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1320, NP_001276490 GeneID:93734 Mpv17l,0.713, Possessing mitochondrial presequence, 50(MPP),0.12," 4-8,66-70,70-74,83-87", 1-10-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1321, NP_001276496 GeneID:93734 Mpv17l,0.027, No mitochondrial presequence, 46(MPP),0.043, , 17-26-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1322, NP_291042 GeneID:93734 Mpv17l,0.693, Possessing mitochondrial presequence, 50(MPP),0.12," 4-8,66-70,70-74,83-87", 1-10-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1323, NP_690029 GeneID:74006 Dnm1l,0, No mitochondrial presequence, 62(MPP),0.016, , 7-16-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1324, NP_001263270 GeneID:74006 Dnm1l,0, No mitochondrial presequence, 75(MPP),-0.067, 72-76, 6-15-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1325, NP_001021118 GeneID:74006 Dnm1l,0, No mitochondrial presequence, 62(MPP),0.016, 90-94, 7-16-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1326, NP_937889 GeneID:70120 Yars2,0.997, Possessing mitochondrial presequence, 31(MPP),0.226," 6-10,84-88", 5-17-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1327, NP_001263269 GeneID:74006 Dnm1l,0, No mitochondrial presequence, 62(MPP),0.016, 96-100, 7-16-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1328, NP_075837 GeneID:67474 Snap29,0, No mitochondrial presequence, 22(MPP),-0.227, , 8-17-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1329, NP_780387 GeneID:72168 Aifm3,0, No mitochondrial presequence, 48(MPP),0.062, 90-94, 1-10-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1330, NP_694790 GeneID:13358 Slc25a1,0.851, Possessing mitochondrial presequence, 86(MPP),0.081, 95-99, 21-30-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
