Sequence ID,name,length,exp number of AAs in TMHs,exp number of AAs in TMHs in the first 60 AAs,predicted number of TMH,topology,Probability of presequence,Prediction,Cleavage site (processing enzyme),Net charge,Positions for TOM20 recognition motif (deliminated by comma),Position of amphypathic alpha-helix,BHHPPP,BPHBHH,HBHHBb,HBHHbB,HHBHHB,HHBPHB,HHBPHH,HHBPHP,HHHBBH,HHHBPH,HHHHBB,HHPBHH,HPBHHP,PHHBPH
NP_570541.1,CMLV151 [Camelpox virus],270,21.01,21.00,1,i21-43o,0.201,No mitochondrial presequence,21(MPP),0.095,"46-50,89-93",13-22-high,-,-,-,-,-,-,-,-,-,-,-,-,-,-
NP_570543.1,CMLV153 [Camelpox virus],168,21.79,21.76,1,o15-37i,0.832,Possessing mitochondrial presequence,12(MPP),0.25,,1-15-high,-,-,-,-,-,-,-,-,-,-,-,-,-,-
NP_938377.1,121L [Yaba monkey tumor virus],254,20.18,20.18,1,i21-43o,0.468,Possessing mitochondrial presequence,48(MPP),0.167,"46-50,89-93",12-21-high,-,-,-,-,-,-,-,-,-,-,-,-,-,-
NP_938384.1,128L [Yaba monkey tumor virus],266,121.48,10.85,5,o99-121i128-150o163-185i192-214o224-246i,0.109,No mitochondrial presequence,22(MPP),0.091,11-15,11-22-high,-,-,-,-,-,-,-,-,-,-,-,-,-,-
NP_955069.1,CNPV046 ankyrin repeat protein [Canarypox virus],450,41.70,0.14,2,i244-266o286-308i,0.114,No mitochondrial presequence,33(MPP),0.091,"19-23,53-57,78-82,87-91",9-18-low,-,-,-,-,-,-,-,-,-,-,-,-,-,-
NP_955074.1,CNPV051 DNase II-like protein [Canarypox virus],401,26.86,21.07,1,i16-35o,0.116,No mitochondrial presequence,75(MPP),0.08,"8-12,12-16",5-16-high,-,-,-,-,8-13,-,-,-,-,-,-,-,-,-
NP_955124.1,CNPV101 hypothetical protein [Canarypox virus],85,22.19,12.44,1,i47-69o,0.239,No mitochondrial presequence,13(MPP),0.154,,16-26-low,-,-,-,-,-,-,10-15,-,-,-,-,-,-,9-14
NP_955141.1,CNPV118 conserved hypothetical protein [Canarypox virus],653,34.05,0.00,1,o612-634i,0.139,No mitochondrial presequence,"25(MPP), 26(Icp55*)",0.12,72-76,9-18-high,-,-,-,-,-,-,-,-,-,-,-,-,-,-
NP_955178.1,CNPV155 variola B22R-like protein [Canarypox virus],1830,16.55,16.50,1,i7-29o,0.104,No mitochondrial presequence,67(MPP),0.09,"64-68,67-71,96-100",6-15-low,-,-,-,-,-,-,-,-,-,-,-,-,-,-
NP_955295.1,CNPV272 C-type lectin-like EEV protein [Canarypox virus],181,24.20,22.73,1,i21-43o,0.435,Possessing mitochondrial presequence,18(MPP),0.111,82-86,18-29-high,-,-,-,-,-,-,25-30,-,-,24-29,-,-,-,-
NP_955308.1,CNPV285 EGF-like protein [Canarypox virus],126,21.70,21.69,1,o25-47i,0.11,No mitochondrial presequence,78(MPP),0.064,61-65,14-23-high,-,-,-,-,-,-,-,-,-,-,-,-,-,-
NP_957911.1,ORF001 hypothetical protein [Bovine papular stomatitis virus],147,22.82,20.86,1,i7-29o,0.353,No mitochondrial presequence,43(MPP),0.07,"4-8,57-61",19-28-high,-,-,-,-,-,-,-,-,-,-,-,-,-,-
NP_957931.1,ORF022 hypothetical protein [Bovine papular stomatitis virus],566,18.08,18.01,1,i30-52o,0.138,No mitochondrial presequence,"91(MPP), 92(Icp55*)",0.022,"9-13,33-37,38-42,46-50,77-81,88-92",9-18-high,-,-,-,-,-,-,-,-,-,-,-,-,-,-
NP_957937.1,ORF028 hypothetical protein [Bovine papular stomatitis virus],700,30.93,0.00,1,o605-627i,0.133,No mitochondrial presequence,28(MPP),0.179,,8-17-low,-,-,-,-,-,-,-,-,-,-,-,-,-,-
NP_957938.1,ORF029 hypothetical protein [Bovine papular stomatitis virus],807,21.05,0.65,1,o706-728i,0.295,No mitochondrial presequence,25(MPP),0.16,"22-26,65-69",17-27-low,-,-,-,-,-,-,-,-,-,-,-,-,-,-
NP_957998.1,ORF089 virion membrane protein [Bovine papular stomatitis virus],78,19.97,19.97,1,o4-23i,0.106,No mitochondrial presequence,26(MPP),0.038,59-63,2-11-low,-,-,-,-,-,-,-,-,22-27,-,21-26,-,-,-
NP_958006.1,ORF098 hypothetical protein [Bovine papular stomatitis virus],164,35.21,7.10,1,o52-74i,0.387,Possessing mitochondrial presequence,18(MPP),0,"15-19,74-78,88-92",18-27-high,-,-,-,-,15-20,-,-,-,-,-,-,-,-,-
NP_958019.1,ORF110 EEV glycoprotein [Bovine papular stomatitis virus],167,19.52,19.47,1,i20-39o,0.703,Possessing mitochondrial presequence,80(MPP),0.05,77-81,9-18-high,-,-,-,-,-,-,-,-,-,-,-,-,-,-
NP_958041.1,ORF134 hypothetical protein [Bovine papular stomatitis virus],147,22.82,20.86,1,i7-29o,0.353,No mitochondrial presequence,43(MPP),0.07,"4-8,57-61",19-28-high,-,-,-,-,-,-,-,-,-,-,-,-,-,-
NP_705643.1,gp17 [Burkholderia virus Bcep781],695,20.26,19.70,1,i21-43o,0.693,Possessing mitochondrial presequence,50(MPP),0.18,21-25,10-19-high,-,-,-,-,-,-,-,-,-,-,-,-,-,-
NP_705650.1,gp24 [Burkholderia virus Bcep781],109,18.85,18.84,1,o4-22i,0.197,No mitochondrial presequence,24(MPP),0.083,"22-26,78-82",18-27-high,-,-,-,-,-,-,-,-,20-25,-,19-24,-,-,-
NP_705656.1,gp29 [Burkholderia virus Bcep781],108,30.75,28.60,2,o5-19i32-54o,0.22,No mitochondrial presequence,24(MPP),0.083,"45-49,78-82",1-17-low,-,-,-,-,-,-,-,-,-,-,-,-,-,-
NP_944326.1,gp18 [Burkholderia virus Bcep1],698,19.70,18.79,1,i21-43o,0.27,No mitochondrial presequence,50(MPP),0.16,21-25,10-19-high,-,-,-,-,-,-,-,-,-,-,-,-,-,-
NP_944333.1,gp25 [Burkholderia virus Bcep1],109,18.93,18.93,1,o4-22i,0.228,No mitochondrial presequence,24(MPP),0.083,"22-26,78-82",18-27-high,-,-,-,-,-,-,-,-,20-25,-,19-24,-,-,-
NP_944340.1,gp30 [Burkholderia virus Bcep1],108,37.15,35.20,2,o5-20i32-54o,0.27,No mitochondrial presequence,24(MPP),0.042,"45-49,78-82",13-22-high,-,-,-,-,-,-,-,-,-,-,-,-,-,-
YP_024822.1,Pas36 [Actinoplanes phage phiAsp2],110,22.91,22.90,1,i13-35o,0.113,No mitochondrial presequence,84(MPP),0.024,,1-10-high,-,-,-,-,-,-,-,-,-,-,-,-,-,-
YP_355368.1,gp33 [Burkholderia phage Bcep176],154,62.50,6.05,3,i55-74o78-100i128-150o,0.145,No mitochondrial presequence,28(MPP),0.214,56-60,19-28-high,-,-,-,-,-,-,-,-,-,-,-,-,-,-
NP_150454.1,LSDV020 ribonucleotide reductase small subunit [Lumpy skin disease virus NI-2490],321,20.98,0.30,1,i156-178o,0.136,No mitochondrial presequence,12(MPP),0,"26-30,78-82",14-23-low,-,-,-,-,-,-,-,-,24-29,-,23-28,-,-,-
NP_150491.1,LSDV057 putative virion core protein [Lumpy skin disease virus NI-2490],373,22.31,0.02,1,i106-128o,0.195,No mitochondrial presequence,94(MPP),0.021,91-95,16-25-high,-,-,-,-,-,-,17-22,-,-,-,-,-,-,16-21
NP_150557.1,LSDV123 putative EEV protein [Lumpy skin disease virus NI-2490],171,19.08,18.62,1,i21-38o,0.857,Possessing mitochondrial presequence,15(MPP),0.333,,1-12-high,-,-,-,-,-,-,-,-,-,-,-,-,-,-
YP_001293211.1,hypothetical protein GTPV_gp017 [Goatpox virus Pellor],321,20.98,0.30,1,i156-178o,0.137,No mitochondrial presequence,12(MPP),0,"26-30,78-82",14-23-low,-,-,-,-,-,-,-,-,24-29,-,23-28,-,-,-
YP_001293248.1,hypothetical protein GTPV_gp053 [Goatpox virus Pellor],373,22.14,0.02,1,i106-128o,0.196,No mitochondrial presequence,94(MPP),0.021,91-95,16-25-high,-,-,-,-,-,-,17-22,-,-,-,-,-,-,16-21
YP_001293313.1,hypothetical protein GTPV_gp116 [Goatpox virus Pellor],253,16.12,16.11,1,i21-43o,0.384,No mitochondrial presequence,12(MPP),0.25,"46-50,89-93",12-21-high,-,-,-,-,-,-,-,-,-,-,-,-,-,-
YP_001293315.1,hypothetical protein GTPV_gp118 [Goatpox virus Pellor],171,19.41,18.97,1,i21-38o,0.307,No mitochondrial presequence,15(MPP),0.333,,1-12-high,-,-,-,-,-,-,-,-,-,-,-,-,-,-
YP_001293329.1,hypothetical protein GTPV_gp131 [Goatpox virus Pellor],186,34.58,12.53,1,i163-185o,0.113,No mitochondrial presequence,10(MPP),0.2,"7-11,26-30",2-11-high,-,-,-,-,-,-,-,-,-,-,-,25-30,-,-
YP_001469171.1,putative tail component protein [Phage MP22],1232,44.78,1.53,2,o477-499i512-534o,0.322,No mitochondrial presequence,40(MPP),0,,18-27-high,-,-,-,-,-,-,-,-,-,-,-,-,-,-
YP_002221425.1,putative endolysin [Burkholderia phage KS10],223,22.24,21.87,1,i20-42o,0.375,No mitochondrial presequence,"20(MPP), 21(Icp55*)",0.05,6-10,2-12-low,-,16-21,-,-,6-11,14-19,-,-,-,-,-,-,-,-
NP_050214.1,capsid protein [Human betaherpesvirus 6B],470,20.25,1.44,1,i80-102o,0.808,Possessing mitochondrial presequence,80(MPP),0.113,"4-8,81-85",3-12-high,-,-,-,-,-,-,7-12,-,2-7,-,1-6,-,-,-
YP_007006237.1,hypothetical protein FV3_00066 [Escherichia phage FV3],132,22.71,22.71,1,i13-35o,0.49,Possessing mitochondrial presequence,13(MPP),0.154,54-58,7-19-high,-,-,-,-,-,-,-,-,-,-,-,-,-,-
YP_007006296.1,putative structural protein [Escherichia phage FV3],151,21.40,0.00,1,i127-149o,0.354,No mitochondrial presequence,68(MPP),0,"2-6,62-66,92-96",2-13-high,-,-,-,-,2-7,-,5-10,-,-,-,-,-,-,-
YP_007006332.1,hypothetical protein FV3_00161 [Escherichia phage FV3],87,38.56,37.13,2,i12-34o38-60i,0.254,No mitochondrial presequence,12(MPP),0.333,,1-10-high,-,-,-,-,-,-,-,-,-,-,-,-,-,-
YP_005454289.1,VP5 precursor [Halorubrum pleomorphic virus 6],569,41.16,21.60,2,i36-58o545-567i,0.222,No mitochondrial presequence,25(MPP),0.12,,4-13-high,-,-,-,-,-,-,-,-,-,-,-,-,-,-
YP_007111456.1,tail assembly protein [Enterobacteria phage mEpX2],201,45.68,0.11,2,i92-114o118-140i,0.665,Possessing mitochondrial presequence,25(MPP),0.12,79-83,9-18-high,-,-,-,-,-,-,-,-,-,-,-,-,-,-
YP_007111520.1,tail assembly protein [Enterobacteria phage mEp043 c-1],205,51.91,0.00,2,i94-116o121-143i,0.302,No mitochondrial presequence,19(MPP),0.263,"29-33,40-44,76-80",10-19-high,-,-,-,-,-,-,1-6,-,-,-,-,-,-,-
YP_007111596.1,tail assembly protein [Enterobacteria phage mEp235],202,45.38,0.01,2,i98-120o124-146i,0.872,Possessing mitochondrial presequence,25(MPP),0.08,"43-47,79-83",14-25-high,-,-,-,-,-,-,-,-,-,13-18,-,-,-,-
YP_007111656.1,tail assembly protein [Enterobacteria phage mEpX1],202,45.38,0.01,2,i98-120o124-146i,0.872,Possessing mitochondrial presequence,25(MPP),0.08,"43-47,79-83",14-25-high,-,-,-,-,-,-,-,-,-,13-18,-,-,-,-
YP_007111723.1,hypothetical protein HK140_020 [Enterobacteria phage HK140],202,45.88,0.07,2,i93-115o119-141i,0.666,Possessing mitochondrial presequence,25(MPP),0.12,79-83,9-18-high,-,-,-,-,-,-,-,-,-,-,-,-,-,-
YP_007111771.1,hypothetical protein HK140_069 [Enterobacteria phage HK140],91,21.88,21.88,1,i12-34o,0.461,Possessing mitochondrial presequence,43(MPP),0.093,"1-5,40-44,48-52,57-61,61-65",3-12-high,-,-,-,-,-,-,-,-,-,-,-,-,-,-
YP_007111844.1,ORF1 protein [Mink calicivirus],1945,38.16,0.00,2,o491-508i520-542o,0.234,No mitochondrial presequence,72(MPP),0.097,"10-14,53-57",8-17-high,-,-,-,-,-,-,-,-,-,-,-,-,10-15,-
YP_007111942.1,hypothetical protein MAR10_093 [Vibrio phage vB_VpaS_MAR10],130,40.70,0.17,2,i61-82o86-108i,0.451,Possessing mitochondrial presequence,44(MPP),0.114,19-23,10-19-low,-,-,-,-,-,-,-,-,-,-,-,-,-,-
YP_007111972.1,hypothetical protein HK446_019 [Enterobacteria phage HK446],202,45.38,0.01,2,i98-120o124-146i,0.872,Possessing mitochondrial presequence,25(MPP),0.08,"43-47,79-83",14-25-high,-,-,-,-,-,-,-,-,-,13-18,-,-,-,-
YP_007112032.1,tail assembly protein I [Enterobacterial phage mEp234],202,45.60,0.01,2,i98-120o124-146i,0.872,Possessing mitochondrial presequence,25(MPP),0.08,"43-47,79-83",14-25-high,-,-,-,-,-,-,-,-,-,13-18,-,-,-,-
YP_007112152.1,tail assembly protein I [Enterobacteria phage HK225],191,42.24,0.35,1,o90-112i,0.653,Possessing mitochondrial presequence,"50(MPP), 51(Icp55*)",0.1,75-79,10-21-high,-,-,-,-,-,-,-,-,-,-,-,-,-,-
YP_007112200.1,holin [Enterobacteria phage HK225],92,29.27,15.59,1,o52-74i,0.166,No mitochondrial presequence,11(MPP),0.182,44-48,2-11-low,-,-,-,-,-,-,-,-,-,-,-,-,-,-
YP_007112239.1,putative tail assembly protein [Enterobacteria phage vB_EcoS_Rogue1],188,28.34,0.00,1,i98-120o,0.129,No mitochondrial presequence,"35(MPP), 36(Icp55*)",0.143,"21-25,32-36",14-23-high,-,-,-,-,-,-,-,-,-,24-29,-,-,-,-
YP_007112294.1,tail assembly protein [Enterobacteria phage HK633],202,45.61,0.18,2,i98-120o124-146i,0.632,Possessing mitochondrial presequence,25(MPP),0.08,"43-47,79-83",14-25-high,-,-,-,-,-,-,-,-,-,13-18,-,-,-,-
YP_007112360.1,tail assembly protein [Enterobacterial phage mEp213],205,51.91,0.00,2,i94-116o121-143i,0.302,No mitochondrial presequence,19(MPP),0.263,"29-33,40-44,76-80",10-19-high,-,-,-,-,-,-,1-6,-,-,-,-,-,-,-
YP_007112435.1,tail assembly protein [Enterobacterial phage mEp390],196,38.77,0.00,3,o92-114i121-140o155-177i,0.15,No mitochondrial presequence,"25(MPP), 33(Oct1)",0.08,"32-36,43-47,79-83",9-18-high,-,-,-,-,-,-,-,-,-,-,-,-,-,-
YP_007112516.1,partition protein [Vibrio phage vB_VpaM_MAR],255,15.16,15.16,1,i20-37o,0.113,No mitochondrial presequence,16(MPP),0.125,43-47,21-30-low,9-14,-,-,-,-,-,-,-,-,-,-,-,-,-
YP_007151626.1,tail assembly protein [Enterobacteria phage HK544],202,41.64,0.01,2,i98-120o124-146i,0.872,Possessing mitochondrial presequence,25(MPP),0.08,"43-47,79-83",14-25-high,-,-,-,-,-,-,-,-,-,13-18,-,-,-,-
YP_007151689.1,tail assembly protein I [Enterobacteria phage HK106],202,45.38,0.01,2,i98-120o124-146i,0.872,Possessing mitochondrial presequence,25(MPP),0.08,"43-47,79-83",14-25-high,-,-,-,-,-,-,-,-,-,13-18,-,-,-,-
YP_007151753.1,tail assembly protein [Enterobacteria phage HK542],202,45.38,0.01,2,i98-120o124-146i,0.872,Possessing mitochondrial presequence,25(MPP),0.08,"43-47,79-83",14-25-high,-,-,-,-,-,-,-,-,-,13-18,-,-,-,-
YP_001552370.1,gp41 [Mycobacterium phage Giles],141,21.59,21.59,1,i12-34o,0.383,No mitochondrial presequence,64(MPP),0.031,79-83,9-18-low,-,-,-,-,-,-,8-13,-,-,-,-,-,-,-
YP_007236670.1,tail tape measure protein [Staphylococcus phage StB20],577,67.31,24.53,2,o24-46i67-86o,0.827,Possessing mitochondrial presequence,24(MPP),0.125,"7-11,21-25",2-11-high,-,-,-,-,-,-,-,-,-,-,-,-,-,-
YP_007236705.1,hypothetical protein 8014-B1_0019 [Lactobacillus virus ATCC8014],123,69.16,35.95,3,i13-32o47-64i69-91o,0.115,No mitochondrial presequence,33(MPP),0.091,66-70,3-12-high,-,-,-,-,-,-,-,-,-,-,-,-,-,-
YP_007236739.1,hypothetical protein 8014-B1_0053 [Lactobacillus virus ATCC8014],99,39.17,22.92,2,o15-37i58-77o,0.894,Possessing mitochondrial presequence,36(MPP),0.139,78-82,5-14-high,-,-,-,-,-,-,-,-,-,-,-,-,-,-
YP_007236770.1,hypothetical protein BcepMigl_gp24 [Burkholderia virus Bcepmigl],41,19.40,19.40,1,i21-38o,0.127,No mitochondrial presequence,13(MPP),0.154,7-11,5-14-high,-,-,8-13,-,7-12,-,-,-,-,-,-,-,-,-
YP_007236816.1,hypothetical protein BcepMigl_gp70 [Burkholderia virus Bcepmigl],80,21.57,21.57,1,i21-43o,0.451,Possessing mitochondrial presequence,21(MPP),0.095,19-23,16-25-high,-,-,-,-,-,-,-,-,17-22,-,-,-,-,-
YP_007236819.1,SAR endolysin [Burkholderia virus Bcepmigl],174,15.94,15.72,1,i7-24o,0.108,No mitochondrial presequence,50(MPP),0.04,,1-12-low,-,-,-,-,-,-,-,-,-,-,-,-,-,-
YP_007237168.1,holin [Staphylococcus phage phi5967PVL],115,17.87,17.52,1,i20-37o,0.249,No mitochondrial presequence,24(MPP),0.167,"2-6,21-25",1-11-high,-,-,-,-,-,-,-,-,-,-,-,20-25,-,-
YP_007237588.1,hypothetical protein [Cronobacter phage ENT47670],119,20.19,20.19,1,i13-35o,0.807,Possessing mitochondrial presequence,72(MPP),0.194,"9-13,75-79",11-20-high,-,-,-,-,-,-,23-28,-,-,22-27,-,-,-,-
YP_007238024.1,hypothetical protein [Erwinia phage ENT90],169,35.89,20.53,2,i21-43o93-115i,0.689,Possessing mitochondrial presequence,21(MPP),0.19,"48-52,71-75,90-94",20-29-high,-,-,-,-,-,-,24-29,-,-,23-28,-,-,-,-
YP_007238052.1,hypothetical protein [Erwinia phage ENT90],63,21.68,21.68,1,i28-50o,0.126,No mitochondrial presequence,27(MPP),0.185,"39-43,42-46",5-14-high,-,-,-,-,-,-,-,-,-,-,-,-,-,-
YP_007238121.1,tail assembly protein [Cronobacter phage ENT39118],198,31.35,0.45,1,i97-119o,0.873,Possessing mitochondrial presequence,"34(MPP), 35(Icp55*)",0.118,"20-24,31-35",8-17-high,-,5-10,-,-,-,-,-,-,-,-,-,-,-,-
YP_006382491.1,hypothetical protein tf_29 [Pseudomonas phage tf],104,23.20,0.01,1,o70-92i,0.17,No mitochondrial presequence,10(MPP),0.2,62-66,3-14-high,-,-,-,-,-,-,-,-,-,-,-,-,-,-
YP_007111392.1,tail assembly protein I [Enterobacteria phage mEp237],196,31.34,0.03,1,i97-119o,0.625,Possessing mitochondrial presequence,"54(MPP), 55(Icp55*)",0.074,79-83,14-25-high,-,-,-,-,-,-,-,-,-,-,-,-,-,-
YP_007111430.1,holin [Enterobacteria phage mEp237],92,29.43,15.45,1,o52-74i,0.171,No mitochondrial presequence,11(MPP),0.182,44-48,2-11-low,-,-,-,-,-,-,-,-,-,-,-,-,-,-
YP_007006466.1,putative membrane protein [Agrobacterium phage 7-7-1],273,22.60,0.00,1,o239-261i,0.154,No mitochondrial presequence,"12(MPP), 13(Icp55*)",0,13-17,5-17-high,-,-,-,-,-,-,-,-,-,-,-,-,-,-
YP_007006549.1,hypothetical protein 7-7-1_00093 [Agrobacterium phage 7-7-1],69,18.77,18.77,1,i21-43o,0.425,Possessing mitochondrial presequence,25(MPP),0.16,12-16,11-20-high,-,-,-,-,-,-,-,-,-,-,-,-,-,-
YP_007006711.1,gp104 [Sphingomonas phage PAU],194,61.57,23.38,3,i29-48o52-74i109-131o,0.126,No mitochondrial presequence,26(MPP),0.192,17-21,8-17-high,-,-,-,-,-,-,12-17,-,-,-,-,-,-,11-16
YP_007006792.1,gp185 [Sphingomonas phage PAU],340,13.47,13.47,1,i7-26o,0.861,Possessing mitochondrial presequence,24(MPP),0.125,89-93,20-29-high,-,-,-,-,-,-,21-26,-,-,-,-,-,-,20-25
YP_007250459.1,hypothetical protein [Thysanoplusia orichalcea nucleopolyhedrovirus],194,36.59,0.00,1,i171-193o,0.134,No mitochondrial presequence,38(MPP),0.158,"11-15,35-39,76-80",9-18-high,-,-,-,-,-,-,-,-,-,-,-,-,-,-
YP_007250529.1,hypothetical protein [Thysanoplusia orichalcea nucleopolyhedrovirus],280,128.01,9.64,6,i53-75o85-107i120-142o152-174i186-205o220-239i,0.247,No mitochondrial presequence,42(MPP),0.119,8-12,6-15-high,-,-,-,-,-,-,-,-,-,-,-,7-12,8-13,-
YP_007250542.1,p74 protein [Thysanoplusia orichalcea nucleopolyhedrovirus],645,70.59,0.00,3,o434-456i591-610o614-631i,0.287,No mitochondrial presequence,43(MPP),0.07,"12-16,32-36,57-61,62-66",13-22-high,-,-,-,-,-,-,-,-,-,-,-,-,12-17,-
YP_007250551.1,odv-e56 protein [Thysanoplusia orichalcea nucleopolyhedrovirus],378,46.98,0.00,2,i155-177o321-343i,0.814,Possessing mitochondrial presequence,"27(MPP), 35(Oct1)",0.074,10-14,7-16-high,12-17,-,-,-,-,-,-,-,-,-,-,-,10-15,-
YP_007347004.1,pX [Bovine adenovirus 6],72,23.09,20.40,1,o42-64i,0.413,Possessing mitochondrial presequence,14(MPP),0.429,"3-7,21-25",19-29-high,-,-,4-9,-,3-8,-,-,-,-,-,-,-,-,-
YP_007354028.1,hypothetical protein Moumou_00044 [Acanthamoeba polyphaga moumouvirus],109,19.17,0.00,1,i89-108o,0.972,Possessing mitochondrial presequence,"30(MPP), 31(Icp55*)",0.233,47-51,8-17-high,-,-,-,-,-,-,-,-,-,-,-,-,-,-
YP_007354064.1,hypothetical protein Moumou_00082 [Acanthamoeba polyphaga moumouvirus],106,53.51,28.11,2,i36-58o73-104i,0.11,No mitochondrial presequence,"64(MPP), 65(Icp55*)",0.031,"37-41,54-58",20-29-high,-,-,-,-,-,-,-,-,-,-,-,-,-,-
YP_007354081.1,hypothetical protein Moumou_00099 [Acanthamoeba polyphaga moumouvirus],213,14.01,13.96,1,o4-21i,0.109,No mitochondrial presequence,24(MPP),0.083,,6-15-low,-,-,-,-,-,-,-,-,-,-,-,-,-,-
YP_007354215.1,RNA ligase 2 [Acanthamoeba polyphaga moumouvirus],218,18.68,0.02,1,o198-217i,0.174,No mitochondrial presequence,61(MPP),0.033,"7-11,84-88",2-11-high,-,-,-,-,-,-,-,3-8,-,-,-,-,7-12,-
YP_007354219.1,hypothetical protein Moumou_00239 [Acanthamoeba polyphaga moumouvirus],174,30.86,10.74,1,o120-139i,0.527,Possessing mitochondrial presequence,13(MPP),0.308,"7-11,71-75",2-11-high,-,-,"1-6,8-13",-,7-12,-,-,-,-,-,-,-,-,-
YP_007354331.1,hypothetical protein Moumou_00355 [Acanthamoeba polyphaga moumouvirus],231,46.61,25.74,2,i17-39o59-81i,0.143,No mitochondrial presequence,22(MPP),0.182,"20-24,69-73",19-28-high,-,-,-,-,-,-,-,-,18-23,-,17-22,-,-,-
YP_007354426.1,Erv1 / Alr family protein [Acanthamoeba polyphaga moumouvirus],145,21.89,0.00,1,o117-139i,0.107,No mitochondrial presequence,53(MPP),0.094,,6-16-high,-,-,-,-,-,-,15-20,-,-,-,-,-,-,-
YP_784231.1,B22R-like protein [Nile crocodilepox virus],1874,38.96,15.22,2,i9-27o1801-1823i,0.148,No mitochondrial presequence,37(MPP),0.081,,19-29-low,-,-,-,-,-,-,-,-,-,-,-,-,-,-
YP_784272.1,myristylated IMV envelope protein [Nile crocodilepox virus],251,22.14,0.01,1,i185-207o,0.119,No mitochondrial presequence,43(MPP),0.093,82-86,11-22-high,-,-,-,-,-,-,-,-,-,-,-,-,-,-
YP_784292.1,IMV membrane protein [Nile crocodilepox virus],233,25.58,2.53,1,i68-90o,0.599,Possessing mitochondrial presequence,13(MPP),0.154,62-66,3-13-high,-,-,-,-,-,-,-,-,-,-,-,-,-,-
YP_784326.1,IMV membrane protein [Nile crocodilepox virus],96,41.20,36.67,2,i13-30o45-64i,0.117,No mitochondrial presequence,"10(MPP), 11(Icp55*)",0,,3-15-low,-,-,-,-,-,-,-,7-12,-,6-11,-,-,-,-
YP_006990078.1,"PIPO, partial [Yam mild mosaic virus]",67,20.01,20.01,1,o15-34i,0.531,Possessing mitochondrial presequence,14(MPP),0.143,"17-21,51-55",1-11-high,-,-,-,-,-,-,11-16,-,-,10-15,-,-,-,-
YP_007392300.1,putative holin [Streptococcus phage TP-J34],80,35.47,35.00,2,i12-30o40-62i,0.168,No mitochondrial presequence,67(MPP),0.015,,13-22-low,-,-,-,-,-,-,-,-,-,-,-,-,-,-
YP_007392332.1,hypothetical protein JBD30_025 [Pseudomonas phage JBD30],39,17.78,17.78,1,i13-35o,0.417,Possessing mitochondrial presequence,29(MPP),0.138,,19-28-low,-,-,-,-,-,-,-,-,-,-,-,-,-,-
YP_007392452.1,hypothetical protein JBD88a_045 [Pseudomonas phage JBD88a],881,26.82,0.00,1,i161-183o,0.311,No mitochondrial presequence,57(MPP),0.035,"3-7,70-74",5-14-high,-,-,-,-,-,-,-,-,-,-,-,2-7,-,-
YP_803080.1,hypothetical protein RB32ORF138c [Enterobacteria phage RB32],61,41.02,41.02,2,o10-32i37-54o,0.188,No mitochondrial presequence,9(MPP),0.222,,5-14-low,-,-,-,-,-,-,6-11,-,-,-,-,-,-,-
YP_006907455.1,hypothetical protein [Bacillus phage Bastille],214,86.11,31.27,4,i7-29o44-66i79-98o118-140i,0.102,No mitochondrial presequence,79(MPP),0.051,21-25,17-26-high,-,-,-,-,-,-,17-22,-,-,16-21,-,-,-,-
YP_007003682.1,protein ORF5 [Cyprinid herpesvirus 1],294,21.22,0.03,1,i92-114o,0.576,Possessing mitochondrial presequence,28(MPP),0.107,"88-92,91-95",17-26-high,-,-,-,-,-,-,-,-,-,-,-,-,-,-
YP_007003775.1,protein ORF127 [Cyprinid herpesvirus 1],192,17.34,17.21,1,i7-29o,0.117,No mitochondrial presequence,31(MPP),0.097,4-8,16-28-low,-,-,-,-,-,-,-,-,-,-,-,-,-,-
YP_007003782.1,membrane protein ORF114 [Cyprinid herpesvirus 1],303,174.08,22.80,8,i26-48o74-96i117-136o146-168i181-200o220-242i249-271o275-297i,0.339,No mitochondrial presequence,66(MPP),0.045,63-67,18-30-high,-,-,-,-,-,-,-,-,-,-,-,-,-,-
YP_007003811.1,protein ORF151B [Cyprinid herpesvirus 1],119,42.40,10.27,2,i48-70o85-107i,0.563,Possessing mitochondrial presequence,43(MPP),0.116,64-68,16-27-low,-,-,-,-,-,-,-,-,-,-,-,-,-,-
YP_007003819.1,protein ORF5 [Cyprinid herpesvirus 1],294,21.22,0.03,1,i92-114o,0.576,Possessing mitochondrial presequence,28(MPP),0.107,"88-92,91-95",17-26-high,-,-,-,-,-,-,-,-,-,-,-,-,-,-
YP_007003974.1,membrane protein ORF153B [Cyprinid herpesvirus 2],261,97.51,31.03,4,i35-57o67-89i110-132o155-177i,0.171,No mitochondrial presequence,18(MPP),0.222,"6-10,10-14,15-19,25-29,83-87",20-29-high,-,-,-,-,-,-,-,-,-,-,-,-,-,-
YP_007003900.1,membrane protein ORF81 [Cyprinid herpesvirus 2],261,87.56,10.87,4,i50-72o87-109i126-148o168-190i,0.292,No mitochondrial presequence,24(MPP),0.208,"29-33,70-74",12-21-high,-,-,-,-,-,-,-,-,7-12,-,-,-,-,-
YP_007348366.1,endolysin [Cronobacter phage vB_CskP_GAP227],182,14.83,14.62,1,i7-24o,0.104,No mitochondrial presequence,"33(MPP), 34(Icp55*)",0.061,"34-38,81-85",19-28-high,-,-,-,-,-,-,-,-,-,-,-,-,-,-
