 Sequence ID, Probability of presequence, Prediction,Cleavage_site, Net charge, Positions for TOM20 recognition motif (deliminated by comma), Position of amphypathic alpha-helix, BHHPPP, BPHBHH, HBHHBb, HBHHbB, HHBHHB, HHBPHB, HHBPHH, HHBPHP, HHHBBH, HHHBPH, HHHHBB, HHPBHH, HPBHHP, PHHBPH,
 NP_076135 GeneID:83945 Dnaja3,0.329, No mitochondrial presequence, 42(MPP),0.143," 9-13,40-44", 19-29-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_079984 GeneID:66690 Tmem186,0.917, Possessing mitochondrial presequence, 36(MPP),0.139," 4-8,64-68", 16-25-high, -, -, -, 5-10, -, -, -, -, -, -, -, -, -, -, 
 NP_001276491 GeneID:93734 Mpv17l,0.024, No mitochondrial presequence, 52(MPP),0.058, , 19-28-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001276492 GeneID:93734 Mpv17l,0.027, No mitochondrial presequence, 46(MPP),0.043, , 17-26-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001276494 GeneID:93734 Mpv17l,0.027, No mitochondrial presequence, 46(MPP),0.043, , 17-26-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001276490 GeneID:93734 Mpv17l,0.713, Possessing mitochondrial presequence, 50(MPP),0.12," 4-8,66-70,70-74,83-87", 1-10-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001276496 GeneID:93734 Mpv17l,0.027, No mitochondrial presequence, 46(MPP),0.043, , 17-26-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_291042 GeneID:93734 Mpv17l,0.693, Possessing mitochondrial presequence, 50(MPP),0.12," 4-8,66-70,70-74,83-87", 1-10-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_690029 GeneID:74006 Dnm1l,0, No mitochondrial presequence, 62(MPP),0.016, , 7-16-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001263270 GeneID:74006 Dnm1l,0, No mitochondrial presequence, 75(MPP),-0.067, 72-76, 6-15-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001021118 GeneID:74006 Dnm1l,0, No mitochondrial presequence, 62(MPP),0.016, 90-94, 7-16-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_937889 GeneID:70120 Yars2,0.997, Possessing mitochondrial presequence, 31(MPP),0.226," 6-10,84-88", 5-17-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001263269 GeneID:74006 Dnm1l,0, No mitochondrial presequence, 62(MPP),0.016, 96-100, 7-16-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_075837 GeneID:67474 Snap29,0, No mitochondrial presequence, 22(MPP),-0.227, , 8-17-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_780387 GeneID:72168 Aifm3,0, No mitochondrial presequence, 48(MPP),0.062, 90-94, 1-10-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_694790 GeneID:13358 Slc25a1,0.851, Possessing mitochondrial presequence," 86(MPP), 87(Icp55*)",0.081, 95-99, 21-30-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_031770 GeneID:12846 Comt,0.027, No mitochondrial presequence, 55(MPP),0.036, , 18-27-high, -, -, -, -, -, -, -, -, 17-22, -, 16-21, -, -, -, 
 NP_001104532 GeneID:12846 Comt,0.027, No mitochondrial presequence, 55(MPP),0.036, , 18-27-high, -, -, -, -, -, -, -, -, 17-22, -, 16-21, -, -, -, 
 NP_038739 GeneID:26462 Txnrd2,0.983, Possessing mitochondrial presequence, 32(MPP),0.25, , 4-13-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001104533 GeneID:12846 Comt,0.027, No mitochondrial presequence, 55(MPP),0.036, , 18-27-high, -, -, -, -, -, -, -, -, 17-22, -, 16-21, -, -, -, 
 NP_001005767 GeneID:381038 Parl,0.224, No mitochondrial presequence, 63(MPP),0.175, 33-37, 3-12-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_076226 GeneID:74147 Ehhadh,0.169, No mitochondrial presequence, 47(MPP),0.043, 13-17, 15-24-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_067313 GeneID:57808 Rpl35a,0.633, Possessing mitochondrial presequence, 17(MPP),0.235, 6-10, 10-20-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001123957 GeneID:57808 Rpl35a,0.633, Possessing mitochondrial presequence, 17(MPP),0.235, 6-10, 10-20-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001123956 GeneID:57808 Rpl35a,0.633, Possessing mitochondrial presequence, 17(MPP),0.235, 6-10, 10-20-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001152894 GeneID:381045 Ccdc58,0.007, No mitochondrial presequence, 20(MPP),-0.1, 9-13, 11-20-high, -, -, -, -, 9-14, -, -, -, -, -, -, -, -, -, 
 NP_001152893 GeneID:381045 Ccdc58,0, No mitochondrial presequence, 26(MPP),-0.115, , 16-25-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_941047 GeneID:381045 Ccdc58,0, No mitochondrial presequence, 25(MPP),-0.08, 19-23, 21-30-high, -, -, -, -, 19-24, -, -, -, -, -, -, -, -, -, 
 NP_080886 GeneID:68194 Ndufb4,0, No mitochondrial presequence, 32(MPP),0, , 10-19-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001017429 GeneID:12856 Cox17,0, No mitochondrial presequence, 58(MPP),0," 45-49,55-59", 17-26-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_077235 GeneID:76916 Timmdc1,0.17, No mitochondrial presequence," 22(MPP), 23(Icp55*)",0.136," 19-23,77-81", 12-23-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001258999 GeneID:213012 Abhd10,0.39, Possessing mitochondrial presequence, 42(MPP),0.167, 94-98, 21-30-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_766099 GeneID:213012 Abhd10,0.452, Possessing mitochondrial presequence, 42(MPP),0.167, 94-98, 21-30-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_083368 GeneID:52575 Trmt10c,0.857, Possessing mitochondrial presequence, 35(MPP),0.2," 11-15,32-36,95-99", 6-15-high, -, -, 5-10, -, -, -, -, -, -, -, -, -, -, -, 
 NP_075664 GeneID:52633 Nit2,0.014, No mitochondrial presequence, 30(MPP),0.067," 21-25,90-94", 21-30-low, -, -, -, -, -, -, -, -, -, -, -, -, 21-26, -, 
 NP_031783 GeneID:12892 Cpox,0.327, No mitochondrial presequence, 67(MPP),0.119, 13-17, 14-23-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_059100 GeneID:27393 Mrpl39,0.995, Possessing mitochondrial presequence, 23(MPP),0.217, 5-9, 1-11-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_058035 GeneID:11957 Atp5j,0.988, Possessing mitochondrial presequence, 55(MPP),0.145," 3-7,39-43", 9-18-high, -, -, -, -, -, -, 12-17, -, -, -, -, 2-7, -, 11-16, 
 NP_035564 GeneID:20655 Sod1,0, No mitochondrial presequence, 81(MPP),-0.025, 2-6, 11-20-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001093208 GeneID:246738 Dnajc28,0.092, No mitochondrial presequence, 39(MPP),0.128," 73-77,92-96", 20-29-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_619605 GeneID:246738 Dnajc28,0.409, Possessing mitochondrial presequence, 37(MPP),0.135," 49-53,68-72", 21-30-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_613063 GeneID:28080 Atp5o,0.995, Possessing mitochondrial presequence," 15(MPP), 23(Oct1)",0.133, 24-28, 20-29-high, -, -, 25-30, -, 24-29, -, -, -, -, -, -, -, -, -, 
 NP_536704 GeneID:121022 Mrps6,0.682, Possessing mitochondrial presequence, 25(MPP),0.16," 9-13,79-83", 21-30-high, -, -, -, -, 9-14, -, -, -, -, -, 19-24, -, -, -, 
 NP_766635 GeneID:109857 Cbr3,0.186, No mitochondrial presequence," 28(MPP), 29(Icp55*)",0.143, 4-8, 21-30-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_083058 GeneID:74142 Lonp1,0.828, Possessing mitochondrial presequence, 65(MPP),0.138," 7-11,13-17", 9-18-low, -, -, -, -, -, -, -, -, -, -, 16-21, -, -, -, 
 NP_666186 GeneID:224481 Tfb1m,0.012, No mitochondrial presequence, 29(MPP),0.138, 21-25, 17-26-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_080339 GeneID:67267 Uqcc2,0.029, No mitochondrial presequence, 63(MPP),0," 6-10,9-13", 7-16-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_080154 GeneID:66973 Mrps18b,0.333, No mitochondrial presequence, 19(MPP),0.158, 9-13, 9-18-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_082987 GeneID:74011 Slc25a27,0.05, No mitochondrial presequence, 16(MPP),-0.062," 83-87,95-99", 12-21-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_666096 GeneID:213760 Prepl,0, No mitochondrial presequence, 43(MPP),-0.07, 71-75, 2-11-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001157096 GeneID:213760 Prepl,0, No mitochondrial presequence, 43(MPP),-0.07, 71-75, 2-11-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001157094 GeneID:213760 Prepl,0.845, Possessing mitochondrial presequence, 30(MPP),0.167, 46-50, 12-23-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001157095 GeneID:213760 Prepl,0, No mitochondrial presequence, 43(MPP),-0.07, 71-75, 2-11-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_780558 GeneID:106557 Ldhal6b,0.726, Possessing mitochondrial presequence, 13(MPP),0.231, , 3-14-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001104487 GeneID:321007 Serac1,0.838, Possessing mitochondrial presequence, 36(MPP),0.222, , 21-30-low, -, -, -, -, -, -, -, -, 9-14, -, 8-13, -, -, -, 
 NP_796285 GeneID:321007 Serac1,0.798, Possessing mitochondrial presequence, 36(MPP),0.222, , 21-30-low, -, -, -, -, -, -, -, -, 9-14, -, 8-13, -, -, -, 
 NP_061289 GeneID:55951 Mpc1,0.061, No mitochondrial presequence, 69(MPP),0.058," 6-10,66-70", 5-14-high, -, -, -, -, -, -, -, -, 4-9, -, -, -, -, -, 
 NP_080586 GeneID:67681 Mrpl18,0.345, No mitochondrial presequence, 83(MPP),0.06, 7-11, 3-12-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_038699 GeneID:20656 Sod2,0.983, Possessing mitochondrial presequence, 24(MPP),0.167, 2-6, 2-13-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_034153 GeneID:13177 Eci1,0.991, Possessing mitochondrial presequence, 29(MPP),0.172," 6-10,26-30", 8-17-high, -, -, -, -, -, -, -, -, 4-9, -, 3-8, -, -, -, 
 NP_032769 GeneID:18207 Nthl1,0.846, Possessing mitochondrial presequence, 49(MPP),0.163, 15-19, 1-10-high, -, -, -, -, -, -, -, -, -, -, -, -, 15-20, -, 
 NP_075527 GeneID:11692 Gfer,0, No mitochondrial presequence, 25(MPP),0.08, , 19-29-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_080960 GeneID:68342 Ndufb10,0, No mitochondrial presequence, 17(MPP),-0.118, 33-37, 1-10-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_075749 GeneID:79044 Mrps34,0.517, Possessing mitochondrial presequence, 23(MPP),0.304, 76-80, 9-18-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_075969 GeneID:68636 Fahd1,0.071, No mitochondrial presequence," 29(MPP), 30(Icp55*)",0.103, 13-17, 15-24-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001153098 GeneID:14651 Hagh,0, No mitochondrial presequence, 45(MPP),-0.067, , 4-13-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_077246 GeneID:14651 Hagh,0.935, Possessing mitochondrial presequence, 24(MPP),0.167, , 20-29-low, -, -, -, -, -, -, -, 9-14, -, 8-13, -, -, -, -, 
 NP_062704 GeneID:79059 Nme3,0.052, No mitochondrial presequence, 37(MPP),0.054," 54-58,78-82,81-85", 5-14-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_898973 GeneID:214489 BC003965,0.988, Possessing mitochondrial presequence, 25(MPP),0.16," 6-10,12-16,15-19,78-82", 18-27-high, -, -, -, -, 12-17, -, -, -, -, -, -, 5-10, -, -, 
 NP_666111 GeneID:214952 Rhot2,0, No mitochondrial presequence, 95(MPP),-0.137, , 21-30-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_062705 GeneID:56520 Nme4,0.996, Possessing mitochondrial presequence, 27(MPP),0.148," 5-9,10-14", 1-10-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_077189 GeneID:68611 Mrpl28,0.845, Possessing mitochondrial presequence, 31(MPP),0.194, , 3-14-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_031549 GeneID:12018 Bak1,0, No mitochondrial presequence, 35(MPP),-0.114, , 15-27-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_035417 GeneID:19896 Rpl10a,0.006, No mitochondrial presequence, 55(MPP),0.109, , 10-19-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_063933 GeneID:56462 Mtch1,0.011, No mitochondrial presequence, 56(MPP),0.036, , 8-19-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001077360 GeneID:78330 Ndufv3,0.024, No mitochondrial presequence, 35(MPP),0.114, 14-18, 12-21-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_084363 GeneID:78330 Ndufv3,0.007, No mitochondrial presequence, 35(MPP),0.114, 14-18, 12-21-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_075691 GeneID:66416 Ndufa7,0.682, Possessing mitochondrial presequence, 35(MPP),0.143, 4-8, 6-15-high, -, -, -, -, -, -, -, -, -, -, -, -, 4-9, -, 
 NP_035426 GeneID:20084 Rps18,0.209, No mitochondrial presequence, 40(MPP),0.15," 9-13,12-16,40-44,64-68", 5-14-high, 14-19, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_038571 GeneID:14979 H2-Ke6,0.935, Possessing mitochondrial presequence, 29(MPP),0.138," 21-25,80-84", 13-25-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_780346 GeneID:68915 Vars2,0.039, No mitochondrial presequence, 25(MPP),0.12, , 5-14-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001028802 GeneID:69662 2310061I04Rik,0.195, No mitochondrial presequence, 23(MPP),0.217, 15-19, 10-19-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_032676 GeneID:17850 Mut,0.833, Possessing mitochondrial presequence, 30(MPP),0.2, 27-31, 11-20-high, -, -, -, -, -, -, -, 15-20, -, -, -, -, -, -, 
 NP_941010 GeneID:224805 Aars2,0.777, Possessing mitochondrial presequence, 53(MPP),0.094," 12-16,94-98", 9-18-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_081008 GeneID:68463 Mrpl14,0.922, Possessing mitochondrial presequence," 22(MPP), 30(Oct1)",0.091," 14-18,57-61", 4-13-high, 21-26, -, -, -, -, -, -, -, -, -, -, -, 14-19, -, 
 NP_081044 GeneID:68565 Mrps18a,0.29, No mitochondrial presequence, 34(MPP),0.088, 3-7, 4-15-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_079578 GeneID:27398 Mrpl2,0.534, Possessing mitochondrial presequence," 12(MPP), 13(Icp55*)",0.083, , 4-13-high, -, -, -, -, -, -, -, 9-14, -, -, -, -, -, 8-13, 
 NP_898909 GeneID:64657 Mrps10,0.003, No mitochondrial presequence, 20(MPP),0.05, , 6-17-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001139684 GeneID:64657 Mrps10,0.883, Possessing mitochondrial presequence, 13(MPP),0.231, 2-6, 10-20-high, -, -, -, -, -, -, -, -, 9-14, -, 8-13, -, -, -, 
 NP_001139683 GeneID:64657 Mrps10,0.895, Possessing mitochondrial presequence, 13(MPP),0.231, 2-6, 10-20-high, -, -, -, -, -, -, -, -, 9-14, -, 8-13, -, -, -, 
 NP_079641 GeneID:66119 Tomm6,0, No mitochondrial presequence, 34(MPP),-0.059, 31-35, 19-28-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001158201 GeneID:66119 Tomm6,0, No mitochondrial presequence, 34(MPP),-0.059, 31-35, 19-28-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_064426 GeneID:56738 Mocs1,0.854, Possessing mitochondrial presequence, 20(MPP),0.2, , 6-15-high, -, -, -, -, -, -, 9-14, -, -, -, -, -, -, -, 
 NP_082740 GeneID:56738 Mocs1,0.897, Possessing mitochondrial presequence, 20(MPP),0.2, , 6-15-high, -, -, -, -, -, -, 9-14, -, -, -, -, -, -, -, 
 NP_694792 GeneID:224904 2410015M20Rik,0.022, No mitochondrial presequence, 11(MPP),0.182," 2-6,8-12", 5-14-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_081520 GeneID:69875 Ndufa11,0.134, No mitochondrial presequence, 61(MPP),0.016, 4-8, 3-13-low, -, -, -, -, -, -, -, -, 2-7, -, 1-6, -, -, -, 
 NP_059089 GeneID:53895 Clpp,0.824, Possessing mitochondrial presequence, 43(MPP),0.093," 2-6,21-25,48-52,72-76", 15-24-low, -, -, -, -, -, -, -, -, -, -, -, 20-25, -, -, 
 NP_081648 GeneID:66400 Alkbh7,0.982, Possessing mitochondrial presequence," 11(MPP), 12(Icp55*)",0.273," 8-12,84-88", 5-14-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_079814 GeneID:66400 Alkbh7,0.986, Possessing mitochondrial presequence," 11(MPP), 12(Icp55*)",0.273, 8-12, 5-14-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_780542 GeneID:103775 Slc25a41,0, No mitochondrial presequence, 55(MPP),-0.055," 29-33,93-97", 6-15-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_080153 GeneID:66972 Slc25a23,0, No mitochondrial presequence, 41(MPP),0.024," 14-18,70-74", 12-21-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_082664 GeneID:72900 Ndufv2,0.993, Possessing mitochondrial presequence, 23(MPP),0.174, , 13-24-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001265344 GeneID:72900 Ndufv2,0.015, No mitochondrial presequence, 15(MPP),0.067, 1-5, 1-10-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_659047 GeneID:210148 Slc30a6,0.21, No mitochondrial presequence, 24(MPP),0.167, 15-19, 13-22-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001239407 GeneID:210148 Slc30a6,0.187, No mitochondrial presequence, 24(MPP),0.167, 15-19, 13-22-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_082887 GeneID:73694 Ndufaf7,0.856, Possessing mitochondrial presequence, 41(MPP),0.098," 5-9,39-43", 1-10-high, -, -, -, -, -, -, -, -, 3-8, -, -, -, -, -, 
 NP_001170874 GeneID:68554 1110001A16Rik,0.015, No mitochondrial presequence, 11(MPP),0.182," 1-5,9-13", 3-12-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001170873 GeneID:68554 1110001A16Rik,0.015, No mitochondrial presequence, 11(MPP),0.182," 1-5,9-13", 3-12-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001153001 GeneID:20463 Cox7a2l,0.831, Possessing mitochondrial presequence, 28(MPP),0.071, 62-66, 5-16-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_033213 GeneID:20463 Cox7a2l,0.958, Possessing mitochondrial presequence, 77(MPP),0.065, 62-66, 5-16-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_082509 GeneID:72416 Lrpprc,0.986, Possessing mitochondrial presequence," 58(MPP), 59(Icp55*)",0.138, 37-41, 4-13-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_084218 GeneID:77619 Prelid2,0.041, No mitochondrial presequence, 92(MPP),0.022, , 15-26-high, -, -, -, -, -, -, -, -, 21-26, -, 20-25, -, -, -, 
 NP_001239419 GeneID:64291 Osbpl1a,0.004, No mitochondrial presequence, 32(MPP),0.062, 40-44, 10-19-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001239418 GeneID:64291 Osbpl1a,0, No mitochondrial presequence, 68(MPP),-0.074, , 1-10-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001239421 GeneID:64291 Osbpl1a,0.004, No mitochondrial presequence, 32(MPP),0.062, 40-44, 10-19-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001239420 GeneID:64291 Osbpl1a,0.004, No mitochondrial presequence, 32(MPP),0.062, 40-44, 10-19-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001239422 GeneID:64291 Osbpl1a,0.004, No mitochondrial presequence, 32(MPP),0.062, 40-44, 10-19-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_997413 GeneID:64291 Osbpl1a,0, No mitochondrial presequence, 23(MPP),-0.043," 21-25,85-89", 21-30-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_080441 GeneID:67453 Slc25a46,0.008, No mitochondrial presequence, 32(MPP),0.031, 39-43, 1-12-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_033990 GeneID:12532 Cdc25c,0, No mitochondrial presequence, 43(MPP),0.07, 28-32, 21-30-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_032024 GeneID:14151 Fech,0.997, Possessing mitochondrial presequence, 36(MPP),0.083," 11-15,88-92", 12-23-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_722489 GeneID:108654 Fam210a,0.622, Possessing mitochondrial presequence," 95(MPP), 103(Oct1)",0.105, 9-13, 4-13-high, -, -, -, -, -, -, 13-18, -, -, 12-17, -, -, -, -, 
 NP_663469 GeneID:107029 Me2,0.787, Possessing mitochondrial presequence, 18(MPP),0.222," 79-83,96-100", 20-29-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_080433 GeneID:67440 Mtpap,0.977, Possessing mitochondrial presequence," 29(MPP), 30(Icp55*)",0.241," 26-30,91-95", 20-30-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_034611 GeneID:15526 Hspa9,0.976, Possessing mitochondrial presequence, 40(MPP),0.075," 4-8,9-13,37-41", 9-18-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_542367 GeneID:70791 Hars2,0.973, Possessing mitochondrial presequence, 30(MPP),0.167," 35-39,77-81", 12-21-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_035015 GeneID:17991 Ndufa2,0.286, No mitochondrial presequence, 69(MPP),0.101," 6-10,38-42,66-70,87-91", 16-25-low, -, -, -, -, -, -, -, -, -, -, -, 5-10, -, -, 
 NP_001152747 GeneID:83885 Slc25a2,0.171, No mitochondrial presequence, 26(MPP),0.077, 56-60, 6-15-high, -, -, -, -, -, -, -, 15-20, -, 14-19, -, -, -, -, 
 NP_077141 GeneID:66839 0610009O20Rik,0.97, Possessing mitochondrial presequence, 22(MPP),0.182," 8-12,12-16,69-73,95-99", 8-17-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_032318 GeneID:15488 Hsd17b4,0.035, No mitochondrial presequence," 24(MPP), 25(Icp55*)",0.083," 21-25,55-59", 13-25-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_080562 GeneID:67634 Ftmt,0.586, Possessing mitochondrial presequence," 48(MPP), 49(Icp55*)",0.125, 19-23, 18-27-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_034423 GeneID:14625 Gykl1,0, No mitochondrial presequence, 25(MPP),0," 4-8,68-72", 8-18-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_613066 GeneID:110695 Aldh7a1,0.803, Possessing mitochondrial presequence, 25(MPP),0.24, 95-99, 18-29-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001120810 GeneID:110695 Aldh7a1,0, No mitochondrial presequence, 54(MPP),-0.037, 67-71, 6-17-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_084185 GeneID:77422 C330018D20Rik,0.919, Possessing mitochondrial presequence," 21(MPP), 29(Oct1)",0.143, , 11-22-high, -, -, -, -, -, -, -, 18-23, -, -, -, -, -, -, 
 NP_065625 GeneID:20044 Rps14,0, No mitochondrial presequence, 56(MPP),-0.018, 30-34, 14-23-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_067271 GeneID:17714 Grpel2,0.984, Possessing mitochondrial presequence," 15(MPP), 16(Icp55*)",0.2," 12-16,79-83", 8-17-high, -, -, -, -, -, -, 2-7, -, -, 1-6, -, -, -, -, 
 NP_067426 GeneID:58801 Pmaip1,0.006, No mitochondrial presequence, 29(MPP),0.172, 95-99, 19-30-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_659116 GeneID:225655 Slmo1,0.087, No mitochondrial presequence," 54(MPP), 55(Icp55*)",0.037," 17-21,64-68", 10-19-high, -, -, -, -, -, -, -, -, 20-25, -, -, -, -, -, 
 NP_081406 GeneID:69597 Afg3l2,0.505, Possessing mitochondrial presequence, 38(MPP),0.184," 2-6,62-66,73-77", 13-22-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_803421 GeneID:52538 Acaa2,0.989, Possessing mitochondrial presequence, 39(MPP),0.051," 36-40,88-92", 18-27-high, -, -, -, -, -, -, -, -, -, -, 9-14, -, -, -, 
 NP_031531 GeneID:11946 Atp5a1,0.999, Possessing mitochondrial presequence," 35(MPP), 43(Oct1)",0.171, 10-14, 5-14-high, -, -, -, 11-16, -, -, -, -, -, -, -, -, -, -, 
 NP_954667 GeneID:68731 Rbfa,0.299, No mitochondrial presequence, 24(MPP),0.083, 47-51, 8-19-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_666202 GeneID:225791 Zadh2,0.325, No mitochondrial presequence, 11(MPP),0.182," 1-5,18-22,33-37", 17-29-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_080073 GeneID:109672 Cyb5,0, No mitochondrial presequence, 53(MPP),-0.057, 37-41, 14-23-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_080245 GeneID:67105 Timm21,0.175, No mitochondrial presequence, 54(MPP),0.13," 5-9,24-28,29-33", 18-27-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
